ID,ZNF552,KDM4B,CCNA2,LRIG1,PREX1,FUT8,C4orf34,TTC39A,ASPM,SLC43A3,MEX3A,SEMA3C,E2F1,STC2,FMNL2,LMO4,DTWD2,MED13L,NTN4,CSRP2,hsa-mir-17,hsa-mir-590,hsa-mir-505,hsa-mir-130b,hsa-mir-106b,hsa-mir-20a,hsa-mir-106a,hsa-mir-197,hsa-mir-1301,hsa-mir-186,hsa-mir-93,hsa-let-7d,hsa-mir-532,hsa-mir-146a,ER-alpha,GATA3,ASNS,Cyclin_B1,AR,Cyclin_E1,JNK2,PR,INPP4B
A124,5.04571980667368,5.21067691749857,6.30943887841467,5.94361427825761,4.56149024732319,3.91099818837294,4.06498823941056,4.71774561459776,5.99899598134364,8.68644117293002,7.69356593485174,5.1597041565803,5.84582481925098,6.72539916372522,6.18863435813027,7.30880202887442,2.61369634249612,6.47318492287578,2.50041569193473,5.88514020150899,10.6816639022243,4.55375553525558,6.91365148034196,4.84326215245057,11.1437187170351,9.13738158841392,6.51311355075824,8.89003892312001,5.7201139216777,9.08842588144567,13.7697468458182,9.87648490483218,10.6407468304841,9.97254516939553,-3.73772060746813,-1.71019142734302,1.36880673857761,1.06179878788477,-1.13154013405427,0.651572504529968,-0.268616061965848,-0.976582771223877,-0.511543462392384
A1B6,3.539209642112,5.46478749585454,4.93814077994719,5.55477667450441,6.53123702603504,4.28845661201606,4.82164599885687,3.0404545534901,5.21815183672904,7.60736139625291,6.33256593645951,3.81995491869811,5.49966268536294,5.88009547413016,5.30045269411121,8.26419500705298,1.15324725203238,5.83953113790086,4.83869639870274,4.83505968660594,10.1127649961041,6.76457883488202,6.28547962768379,6.49655318473974,9.84897423925315,8.38385731325252,5.4773352691956,8.31438918776832,4.39194377796496,9.79067009316447,11.3614765416203,9.78732987548664,9.74146325812526,10.7804861570523,-3.03573538057298,-1.57118778511136,0.901127140279334,0.500822662117013,-0.89812109283822,0.680023084683754,-0.459567665603533,-0.38511109460936,-0.77257547761424
A1AZ,3.34471125036542,4.11181956769313,6.69487445955989,6.97494247120086,6.15471068394087,5.07792708869892,3.6244562707287,4.3395573830537,7.56541311810748,5.97899386378881,7.46497042317932,6.90720501220198,4.53078193439987,4.74240926373115,7.54842500090354,5.94774043826825,3.71321512578298,7.10606421337685,4.31140119369575,5.31192791827983,11.2072119211828,5.0159481572146,6.353037890533,5.76547265585517,10.5658327469921,10.0670159149635,4.08019274488509,9.68584648082731,4.49648640013436,8.9761505947729,14.4632911341476,8.513570992356,10.6331228649468,7.64957205030575,-3.47605238975847,-1.29383895928546,0.274475989166021,2.08603119302899,-0.626989166656141,1.82111305063227,-0.321124792412008,-0.747926163655537,-0.724055398872027
A0YM,2.83136639548883,5.41500973065173,6.7312832924169,5.85968030031304,5.802101712479,4.51452240818347,5.16798019376358,6.7402130470213,6.82888710251197,7.73244723237546,8.06729350589155,3.73658499145022,5.22536982368409,4.95975552909688,6.88607001412477,8.22227466507842,2.00970690112374,7.38240611354134,1.91685828816848,4.62572189148768,12.1433213813626,4.56988854570692,6.74283489912447,4.45667793525893,8.7712264997807,10.5350193865407,6.90266402283128,8.63150173611408,5.31770152211012,8.59518484032268,13.0449336497131,9.40325603630855,8.25770985943381,8.85179670851183,-3.54916818820679,-1.93045245860178,0.680824950121385,1.92826999802433,-1.61232857932774,2.24821299581327,-0.366212255679194,-1.1471917886636,-0.802202706318483
A04P,4.4310067223751,5.18712638827873,5.49889866503152,6.2602233476251,4.93198721330627,4.20800597989804,4.8267534989089,3.96275376583381,4.92157040723571,5.53946786191135,6.69129676114132,4.61033714008297,4.78777523137085,5.01162999166363,5.79352183941538,8.65944561807816,2.75149948776826,5.63465906693791,7.04509930788179,4.88032975934831,10.6837645960543,6.34814573839083,7.45482127206161,4.43284290296612,9.47416582363225,8.97607827807755,5.81912140926354,10.0034975670034,4.38131260232603,9.95805459624222,13.663979853467,10.8398497112472,11.1084904841487,8.19800538896297,-1.3375790900423,-1.15937103353517,0.451207010508482,0.242423458515047,-1.39383174027514,1.20271318996119,0.0776262223665058,0.0758595186992692,-0.692613189868301
A04T,3.21888831070916,4.87350773830563,6.37834825294305,5.73393662646219,6.02246906802453,3.30159086357421,4.16665499435823,4.4542388748008,6.02990771917167,7.94774871560122,6.67623075423301,3.82521549182163,5.91873386489197,5.36515396989171,5.67334313373176,7.48089880693151,1.49561946714486,6.53176041601841,2.66031738983174,5.13328319152371,12.8088320443136,6.40278679572155,9.62971054931807,6.06771760114613,9.50642792940934,11.1376016952586,8.28808802489736,10.265143106966,5.1853691898004,10.6059636029603,14.1769593323655,11.6477605886748,10.6245116426438,10.3538449746056,-3.28264961901075,-1.79064100616307,1.45049477688547,1.46856948026563,-1.39859683616402,1.09619608288242,0.177268504410595,-0.716359512480112,-0.671701102810903
A0AT,3.70614688735691,5.31270438754565,7.07532696414498,3.6175189759349,4.90357131839482,3.99320152529185,4.0743072307813,4.59307011772167,6.86892162699837,7.23483513210202,5.94343120278426,5.29085103435098,5.59764573375421,5.97289461880121,4.95866587777398,6.69576032623918,3.18476505980375,5.41676115668785,3.20827260494145,5.0731973430521,11.6887444682318,5.89755201248864,7.39243742175489,6.01949196301343,10.0411453282204,10.5219670159509,5.03147881569356,8.91637458733541,5.80082041181443,8.31574371085411,13.8205614937936,10.5070206257003,8.57404422824484,8.98578514209763,-3.91142012101364,-1.83074635735329,-0.0005055071352317,1.49049900820029,-1.42110198081231,1.39997571997061,-0.297760791190513,-1.30281507003045,-0.791718940109756
A0AL,3.97078004301877,5.09272841342174,5.32112027539622,6.81441511600054,5.487478220238,5.96100679262093,4.86937262633778,1.86606871687492,5.64329767142475,8.14588020713662,4.71573163955664,5.00367422499427,5.5030033905207,4.92805677209685,5.45058942800851,7.41243703564053,2.32205692562677,6.27021407107939,5.77595063997026,4.7123966306063,9.17805103576524,6.68094899916189,6.81219353244014,5.62650121513951,9.72880863794048,7.78759155920707,6.85341619516666,9.51638120788909,5.62650121513951,9.85933061943023,12.023529329235,10.433289819215,10.6785616164544,8.00440294828021,-3.71650709513335,-1.48549193649054,0.200561515754608,0.391235034838794,-1.17826526056453,0.0711877065609576,-0.685931663329507,-0.988704513535278,-0.178063150468718
A0CE,3.87227098445016,6.41205123555741,6.70495513409567,6.12449764701624,5.76488882542133,4.13681046784981,4.16539581050618,4.14979102492134,6.53126351295949,7.84180528791301,7.24627663291398,4.78728462479309,4.56251770207495,6.76361363494731,5.03827680067378,5.81341844850391,2.99877346131834,6.99080898341504,5.26259707345283,5.31059445661827,11.5373171351911,5.50253362556278,6.42767963087857,5.7133007217796,10.394760904238,9.85096340434054,6.87854923601244,8.95901494656477,4.58138904627402,8.71854371376766,13.4848863442405,10.1784510245698,9.66794879200761,5.89716491417979,-2.54752163387532,-1.38072140527747,1.13971614547613,1.71461730805102,-1.46308948464673,1.30874321645688,-0.572890522920535,-0.421324525198335,-0.0108585531319851
A07R,5.68665343940384,4.57882556776803,7.20304623722833,4.55492526997847,3.59936584296908,3.34816297458895,2.40234262654615,5.41637317483384,5.90148384301423,8.23521450344813,6.64701147140365,3.03908569242052,5.54434218599015,6.55883655096796,5.83922107797091,5.74678883624893,2.47867970834635,7.44519627892379,6.09737906611565,5.9726780466708,12.9418566776902,5.4986567710986,7.683378774469,5.43790274001951,9.71812471977607,11.3346745806151,8.15848719260226,9.58611961234894,6.28244822138553,9.6172768049807,13.5251944735141,10.8906200279149,10.3627790811014,7.50237027389767,-3.6124650023772,-1.37694091453036,1.35691335390934,1.03735377080402,-1.29573877129407,1.55909625005745,0.106340822552511,-1.02500740422154,-0.57568453754424
A0FL,4.7016899165246,4.35311712143091,4.84518565737827,6.49544186360983,3.38612515223932,5.10397204234694,5.17906921935154,1.91472629731983,4.41358778260562,6.81807315730798,5.85822862213706,3.06503681197399,4.57435866294457,4.2615992309392,5.99085090778191,9.07116342506892,1.49993412365687,4.97297361761667,5.53016294699842,1.42959385588302,9.91053867078205,5.21430166005321,5.95610851728892,4.15237391091001,9.29747926535823,8.45775569691749,6.50435923965355,9.15474481537276,2.56741141018886,9.36728945075286,13.7314913215817,10.8185823379741,10.3614852030244,9.16888899769303,-3.38429450956713,-0.594740474885711,0.928391803173486,-0.0706551102964233,-0.989679673739363,0.260935974716162,-0.402399959722235,0.0377494072905073,-0.674432712975087
A150,2.97296570450646,4.73968320045032,5.31443185422447,6.56597957187758,5.68246787119538,4.56757168529452,5.39911854873939,6.17834149203511,5.90450081421135,7.16665418449384,5.42207334025611,5.13481620371529,4.3425165885941,6.25065082320517,7.24155882217542,7.66020925049688,1.98548608594111,6.65328941866678,5.6463721755263,5.05721101602799,10.3602305323564,4.87806231084003,8.0820548938445,5.77353172736872,9.65348674400619,8.54469674912915,3.69645550435008,9.59216007951315,4.7482944358697,9.20849734297278,12.6659648702315,10.3636968844345,10.8006387213369,8.3346706506098,-3.27167155307864,-1.13128303738867,0.384002893216743,0.574825215446676,-1.19328585730928,-0.392190702731327,-0.322756871383634,-0.927690543562721,-0.206532152951781
A0E0,3.80560416322878,5.47271977991608,5.466098744146,6.40171311396842,6.32623737825069,2.82671022923621,3.67860528216601,5.21552754534306,7.13052671067062,3.82110687179527,8.11570283310019,4.47057900130226,5.74718941531814,4.83213472496484,4.80120162466184,4.299626286225,2.27160354200899,5.70770202886187,4.82907126687233,4.24090046506278,10.5819812022315,8.11402659038146,9.54210208978409,6.63770534966413,10.57321395353,8.45675930040812,7.47570086406158,10.1596413672634,5.42028774374297,9.7534700424344,12.4674445134563,10.2650218632889,10.3552929920435,8.26683543366085,-2.83516202424101,-0.454143794209571,0.195492893379166,1.45232236410944,-0.873306721530058,1.3994402934537,-0.366789213606071,-0.945326886611923,-0.561461406410787
A0U4,2.10202870679361,5.34137884426045,6.1871959267124,6.2223280252844,6.61231626750101,5.21291927603105,5.84507934177741,4.55198452279081,5.94795506409922,8.63003544424584,5.93138180351535,7.11617594429358,5.22345782415668,6.07835601232513,6.70773233403778,7.5976515407742,3.13964167537903,7.82458729946529,1.69799826895996,4.62673796391637,10.1342678630793,5.70053586921957,8.21421453233323,5.41102925202458,8.99234397573059,8.57446292624604,5.98134497678133,8.9453223079608,5.94154396872336,9.60742646482808,12.9394142963154,9.75105915328725,10.4412226288248,9.38251474633227,-3.04333703383961,-1.47840233657,0.661148633101939,1.13913616847057,-0.911186097903767,0.470174360607698,-0.58087584416109,-0.573588212203057,-0.994033446071202
A0XU,4.14763357112408,4.70785458737367,5.94924223204252,5.17276335967075,4.7199152769434,5.0323861045378,5.12479563233108,4.86273624674809,6.4984956455325,6.32347288955832,7.05423994406976,6.21758220803013,5.14804183984973,5.74499240886123,6.39667538354017,7.76667078769654,3.07976627694965,6.94630839152014,4.6987425128475,6.7416809409508,10.9051436758243,4.40546738787616,6.16376149148288,5.39003734730655,9.20292196199395,9.90004640857069,6.03078762621345,8.61740744479738,5.32661196716492,8.27923870890281,12.920244384536,9.10708722472591,9.86838293730793,6.83387211089283,-1.46292742624114,-1.66066840943629,1.12854844774528,1.41630592013007,-1.44666058495575,0.436797471024583,-0.412518291707697,-1.04600162957492,-0.504955932324338
A0AV,3.54059652365922,5.04545844214978,5.46698099354594,6.57064983889055,5.05299025568114,4.83130202957462,5.06319802349375,4.57382983919286,5.787361420315,6.85482773529053,5.74867080697052,5.12102030641897,3.96171521516253,5.33046573331772,7.17763741690153,6.13576940274488,1.95948317819596,6.81853032576246,3.70607916257308,4.72635747436816,9.73750757557429,4.59001996325173,6.42652123096885,5.64616304128927,9.3364009841618,7.71340237875701,5.29924056693503,8.63926348227158,4.5434773773147,8.91309260008003,11.6265860924832,9.32440701331616,9.78828959038801,6.58428359370259,-3.3845039657713,-1.70316387124537,-0.0730699716864489,0.158296218474055,-0.966005518476213,0.287575753113023,-0.406652880010045,-0.969073760361632,-0.561607162836026
A0AR,3.34957942168267,5.05557759823982,5.0734305389606,5.48820546582081,5.10528082015581,4.60928829580866,3.70344496678038,3.12481046441361,5.73868221770488,7.18760473863001,6.99009300162819,6.44985634508207,5.6968960331285,5.58384366835731,5.9613939243721,7.37212045352528,1.88104875407046,5.96263914689069,5.04777670045227,5.57247054118958,11.596051064864,6.26610952991278,8.47293411416662,7.23970653081579,11.5720649343289,9.76045217826815,7.36365046406415,10.009601057847,5.21281130375273,8.6637564565022,13.8378130588889,10.4496742078975,9.82910322395684,7.3913289157111,-3.75717503141005,-0.454986895027773,0.969856544247515,1.43032557864047,0.694010918215352,0.468263289660416,-0.319111881478249,-1.35996452193476,-0.776000755797936
A0RX,3.21973149778068,5.18761654530351,4.96076037945763,5.97662244001366,6.29014518090122,5.28428267576492,4.09707943881953,6.29057547287507,5.65282195968555,6.71901605126354,7.21980015793638,6.06315792700809,5.05408571280909,6.56517723647851,5.17181919977171,5.46276113501398,2.59080507282343,5.85663307714423,6.89136399792271,3.83917127798957,9.19110854509186,5.53169135263137,6.44922919243939,6.19769042544343,9.81231779449554,7.69947744331734,5.53169135263137,7.60208068052276,4.83685123413784,8.81528393040455,11.9472547386183,9.37924291420952,9.74823244405836,8.23852884197061,-0.0586405061925763,-0.714114436856046,0.317515624453519,-1.33234632684908,0.110085464137656,-0.0852442881645485,-0.249974044494946,0.505914362849326,0.0005807886343609
A0D2,3.97408941391247,4.91504138377169,6.32826744456082,5.82833733902169,5.09695170646061,4.79890319712415,4.13391917895879,4.71546948765805,5.88027477896966,8.59897117738454,6.92133614614437,4.21070552604898,6.11077550167468,5.96865870552171,4.99342082164304,8.03004626934304,2.74111565224093,5.95232272112265,4.58379989297677,5.57591154817043,11.4299408503338,5.57917283022415,7.43838672248492,6.62031152501764,9.94628969887777,9.79665993440372,6.57319892917952,9.64686274270622,4.63758951644948,9.8157603242617,14.1304918108982,10.4696758007656,10.2344300279593,8.85875463440192,-3.45236323299174,-1.39723946636457,1.06266111576508,1.23057009872554,-0.875207563506292,0.350138061774713,-0.212538971989198,-1.04714442784755,-0.595993051746078
A0CM,3.17452997586478,4.63897942236313,6.36202829500136,5.0312613598235,6.21386817202866,4.37160894147595,5.39370545388496,6.08057330002125,6.48164979775229,7.9413621404829,8.25582853332343,4.65973623524896,5.41391923306604,5.46535521680615,6.70742362921225,7.66146776280208,2.43779324837831,8.0117094077363,3.87547190771152,4.81319838514094,10.8389639417368,5.53926176508441,8.25162793616296,4.95947950346894,9.27128884334334,8.99869338372171,4.99017630069185,9.63038317560114,5.04967731244051,10.2272730205716,13.6015117809347,10.3506884397999,10.4353872255912,9.49245329652814,-3.17258983151233,-1.77181795901387,-0.0453313549772365,1.37553729551772,-1.32658683144684,1.53549258078801,-0.501040087493779,-0.961938286553732,0.241113643770338
A0WX,3.31303128489352,5.58316445480144,3.90468800067102,6.54750796981053,5.36517729115378,5.52995258328056,4.13373219471329,5.79783552481956,5.05076070371459,7.02762018781475,7.64251408111277,6.18661681912908,3.66587823696088,3.71677822145541,5.93536959106127,9.3553900336666,2.45300565121063,6.10657153019253,6.47048245457907,4.30012924433756,8.80046096070459,3.50085124524083,5.94873200120669,3.93474777177099,8.3588322403684,7.8907561339442,4.17575587127478,7.83663334920832,3.34038657304758,8.42368338471837,12.3344626485596,9.00836772192938,9.21244275338688,6.88470708927139,-3.37789738411193,-1.54083130033216,-0.284614543221811,-1.06010871240248,-0.830365327645587,0.0909460763877183,-0.0382293249970791,-0.679363590548857,-0.497166452598267
A0T0,6.18823216937427,6.82403662196455,6.23413656011822,5.89991177203598,4.18709753020894,3.3719039998671,3.86102681843144,4.79072074022188,5.62163130735296,7.17898741997115,7.48525711830953,4.50915161873705,5.06786886801883,6.28870585497652,5.02843100681166,6.87762691814239,2.49911873187647,3.73421410791087,3.84430011232397,2.7315354341742,11.1330350317029,4.67019872576782,7.87462460057482,4.93085048029062,10.3097633059102,9.45855365208209,6.68087222728227,8.98711869993736,4.80640310936613,8.30545889185416,13.0374296425484,9.49831949578469,9.67687891230211,7.19438159642055,-3.23695707344974,-0.468325609678225,1.04770812197839,0.153642652054573,-0.978702936431014,0.526376258959013,-0.438228207823506,-1.32911959127209,-0.348949182805053
A0T2,3.90725961370667,5.51118976378371,3.80490911361937,5.9213749594637,4.22459028559,4.14425835914547,4.76406018021023,6.20064167336969,2.84640039474825,5.19824929731505,7.18941701603118,4.54283001341687,3.73193908339044,4.69879639579441,4.31135918301646,6.61208372373149,2.54596686333412,5.89879233562394,6.22029256327111,2.22021888381909,9.0316061832058,6.20999839509501,7.02924046246653,5.37309919742339,9.7861142630361,7.1790320444118,5.43159484673354,9.21208572853011,5.82981472795211,10.5964684828795,12.2057273556947,9.70839713781721,10.05544000826,6.63198195998672,-3.62494751304169,-0.448495277760859,0.878376648626666,1.16593046473391,-1.31578877668454,1.13685416180332,-0.527422700375545,-1.18389355915916,-0.85193168795492
A04U,2.63964957732505,5.16261672714485,7.19019137320323,5.88639188590788,3.97719507932134,4.39507710813276,2.14452141771309,4.11707394643292,6.37622497690196,7.47207012823978,7.62046970582859,0.99306540631667,6.82039085859234,5.6248026772104,5.91987173118378,8.65596316438335,1.26556026716986,4.79705603818469,0.792265842708502,5.54633649272962,10.2689724532944,6.47408953085358,7.00835333536207,7.50874601292926,11.7273848454494,8.53894905456169,6.18458291365859,11.3853453190235,5.10409299579822,9.62628324265669,14.6239762606379,10.4516115050966,10.6941380117217,9.97398597111554,-2.89714814450662,-1.75134225692863,0.959116478433751,1.56119396402117,-1.14998746137051,1.28342567361743,-0.336251704361426,-0.66470876413528,-0.0244609934105001
A0JL,3.54014615987017,5.6839084906497,5.79013405927129,5.27371672392139,4.74797208329608,4.74529620608415,5.05050325431534,4.20727058634438,5.94851096690411,6.26321489890714,7.7504410112236,5.03078189204521,5.25698591590448,5.79797228515499,5.29275288510847,5.8906043179635,2.72762387497644,6.33955684059441,7.60997659878531,4.63407993034318,9.63731360373014,5.610752777459,6.82196146030278,6.18265912535471,11.2821583667527,7.85251052366238,6.96099515394078,8.49405655274991,5.63651587352409,8.59933512002931,12.8458829716228,9.99063845557653,10.3335141637984,8.56285123224736,-3.34384164394782,-1.98266365245299,0.0364828725493725,0.29777959394698,-1.12930367206341,0.97152140922343,-0.246877856081037,-0.833905598146145,-0.51538636544331
A147,3.67471119126348,4.72709284311789,5.94436359512446,4.93319789838336,6.59484680800286,4.47158835405949,5.33252026080513,5.71693122010006,6.26846282940272,8.7791230853447,7.86232431535851,6.79198695400812,4.91212100828835,5.6037843075275,7.30694570945336,8.82352145853373,3.50814688158701,7.36268351049413,3.72760262683964,5.69372517961853,11.1108772235024,5.72228401745956,6.5098123099218,6.73600229870734,9.74337892659013,9.24384695000028,6.07871495974686,10.4826066851413,4.04237311268314,10.0121560655438,12.7613078220361,10.9906211379021,7.67796168647427,8.88401768367622,-3.75873849962746,-1.95525757351213,0.77551402855818,0.442174536826402,-1.34987182129791,1.93654989862651,-0.261144046231819,-0.883810029343723,-0.707077121683709
A0B9,4.08399856836883,4.75308470066094,6.61413208461599,5.98540622721018,5.62638460022348,3.62665665193715,4.50703037856178,1.25564698231915,6.18275440057077,6.72082764448925,7.16125316877969,6.26823702283714,5.981849214996,6.30668323258553,4.83647363101582,6.93644066388246,1.74996682450026,6.5183876432266,3.66410580619795,6.36458676782865,11.9976379283671,5.61068906353136,6.54577158685002,5.88330951819435,10.7615736348364,10.3133466069223,8.90111346739666,7.67004434114778,4.52754782823111,9.07640238312732,11.9873961899383,8.09405342424471,8.95210558801008,8.21286085428474,-3.12182638224276,-1.40151746370139,0.363713453032888,1.4935672887789,-0.765417206765837,0.710995114820836,-0.156322434674722,-0.848319740414209,-0.524569307047079
